"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation","aggregation","artifacts","backbone","batch_size","concat_output","data_split","dataset","detector_width","emb_dim","emb_hidden","emb_knn","factor","gpus","grav_weight","hard_cuts/pt","hparams/activation","hparams/artifacts","hparams/backbone","hparams/batch_size","hparams/data_split","hparams/dataset","hparams/detector_width","hparams/emb_dim","hparams/emb_hidden","hparams/factor","hparams/gpus","hparams/hard_cuts/pt","hparams/influencer_influencer_weight","hparams/influencer_margin","hparams/input_dir","hparams/knn","hparams/lr","hparams/margin","hparams/max_epochs","hparams/max_r","hparams/min_r","hparams/model","hparams/nb_layer","hparams/nb_transformer_layers","hparams/nhits","hparams/nodes","hparams/num_heads","hparams/num_layer","hparams/num_tracks","hparams/patience","hparams/points_per_batch","hparams/project","hparams/ptcut","hparams/radius","hparams/randomisation","hparams/regime","hparams/spatial_channels","hparams/track_dis_width","hparams/user_influencer_neg_ratio","hparams/user_influencer_weight","hparams/user_user_pos_ratio","hparams/user_user_weight","hparams/warmup","influencer_influencer_weight","influencer_margin","input_dir","knn","lr","margin","max_epochs","max_knn","max_r","min_r","model","nb_layer","nb_transformer_layers","nhits","nodes","norm_embedding","norm_hidden","num_heads","num_layer","num_tracks","patience","points_per_batch","project","ptcut","r_train","radius","randomisation","regime","self_loop","spatial_channels","steps","track_dis_width","user_influencer_neg_ratio","user_influencer_weight","user_user_pos_ratio","user_user_weight","warmup","cluster_eff","cluster_pur","epoch","grav_facts/fact_0","grav_facts/fact_1","grav_facts/fact_2","grav_facts/fact_3","grav_facts/fact_4","influencer_influencer_loss","nbhood_sizes/nb_size_0","nbhood_sizes/nb_size_1","nbhood_sizes/nb_size_2","nbhood_sizes/nb_size_3","nbhood_sizes/nb_size_4","represent_dup","represent_eff","represent_pur","stats/training_max_memory","stats/training_time","stats/validation_max_memory","stats/validation_time","tracking_dup","tracking_eff","tracking_fake_rate","train_influencer_influencer_loss","train_loss","train_loss_epoch","train_loss_step","train_user_influencer_loss","train_user_user_loss","trainer/global_step","user_influencer_loss","user_user_loss","val_loss.min"
"fragrant-field-272","finished","-","murnanedaniel","","2023-05-07T12:27:53.000Z","1616","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.3","1","0","10","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.3","1","0","10","0.8006816506385803","0.9016644358634948","299","","","","","","0.3556932508945465","","","","","","10.146881103515623","0.7770023941993713","0.9063114523887634","0.5217242240905762","0.3555409908294678","0.07605934143066406","0.0071926116943359375","0.8922972051806408","0.9713114500045776","0.17149849236011505","0.34368523955345154","0.5814119577407837","","","0.23772673308849335","0","2399","0.2151830941438675","0","0.3087286949157715"
"swift-planet-271","finished","-","murnanedaniel","","2023-05-07T12:27:52.000Z","1596","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,5,5]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","Influencer","4","","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.3","1","0","10","[1,5,5]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","","Influencer","4","","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.3","1","0","10","0.5873796343803406","0.9696740508079528","299","","","","","","1.3110953569412231","","","","","","0.3066132366657257","0.3840135633945465","0.9771068692207336","0.5071635246276855","0.371248722076416","0.07511520385742188","0.007445573806762695","0.5252100840336135","0.23014256358146667","0.1904762089252472","1.208998680114746","2.4367990493774414","","","1.227800369262695","0","2399","1.2357876300811768","0","0.4749166667461395"
"deft-smoke-270","finished","-","murnanedaniel","","2023-05-07T12:27:50.000Z","866","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,5,5]","0.2","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","","1","4","30","10","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.2","1","0","10","[1,5,5]","0.2","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","","1","","","4","30","10","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.2","1","0","10","0.9430532455444336","0.977520763874054","299","","","","","","0.621189296245575","","","","","","0.28999999165534973","0.38243627548217773","1","0.08111095428466797","0.10674214363098145","0.03566312789916992","0.005414724349975586","0.5510204081632653","0.2199999988079071","0.07547169923782349","0.5732067823410034","0.8731459379196167","","","0.2999391257762909","0","2399","0.29448387026786804","0","0.21723712980747223"
"morning-hill-269","finished","-","murnanedaniel","","2023-05-07T12:27:49.000Z","868","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","","1","4","30","10","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.2","1","0","10","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","","1","","","4","30","10","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.2","1","0","10","0.8204268217086792","0.9316253662109376","299","","","","","","0.8780741095542908","","","","","","0.20000000298023224","0.3695976138114929","0.978303849697113","0.08158159255981445","0.1074388027191162","0.03575468063354492","0.005419731140136719","0.3720930232558139","0.28125","0.18867924809455872","0.8098251223564148","1.3322653770446775","","","0.5224403142929077","0","2399","0.537205696105957","0","0.35512441396713257"
"charmed-sky-268","finished","-","murnanedaniel","","2023-05-07T12:27:47.000Z","1607","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.4","1","0","10","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.4","1","0","10","0.6946098804473877","0.981833040714264","299","","","","","","0.5630278587341309","","","","","","10.17907428741455","0.6830162405967712","0.9831498265266418","0.5056056976318359","0.34671664237976074","0.07528257369995117","0.007225751876831055","0.8876549586776861","0.885947048664093","0.21108396351337433","0.5527147650718689","1.0127394199371338","","","0.4600246548652649","0","2399","0.41929736733436584","0","0.4787871837615967"
"whole-butterfly-267","finished","-","murnanedaniel","","2023-05-07T12:27:46.000Z","1601","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.4","1","0","10","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.4","1","0","10","0.7570689916610718","0.9033424854278564","299","","","","","","0.5034312009811401","","","","","","10.352705001831056","0.7483637928962708","0.9054673910140992","0.5212206840515137","0.357072114944458","0.0758657455444336","0.0077588558197021484","0.8907206782854452","0.9488752484321594","0.2097524851560593","0.5042110681533813","0.8516398668289185","","","0.3474288284778595","0","2399","0.31594136357307434","0","0.4800094366073608"
"glamorous-jazz-266","finished","-","murnanedaniel","","2023-05-07T12:27:46.000Z","1591","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.4","1","0","10","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.4","1","0","10","0.7945031523704529","0.9672211408615112","299","","","","","","0.6354162096977234","","","","","","1.332661271095276","0.6572380661964417","0.985784113407135","0.4923205375671386","0.3557260036468506","0.07224845886230469","0.007086515426635742","0.6150568181818182","0.5530612468719482","0.1794871836900711","0.66241455078125","1.525972843170166","","","0.863558292388916","0","2399","0.8587311506271362","0","0.33138805627822876"
"rose-sound-265","finished","-","murnanedaniel","","2023-05-07T12:27:46.000Z","1575","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","Influencer","4","","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.5","1","0","10","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","","Influencer","4","","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.5","1","0","10","0.7234171032905579","0.9026358127593994","299","","","","","","0.5218403339385986","","","","","","10.327309608459473","0.7164611220359802","0.9032865762710572","0.5127449035644531","0.36055707931518555","0.07587671279907227","0.007154465187340975","0.887920600338901","0.9391480684280396","0.22785046696662903","0.5286610722541809","0.9768859148025512","","","0.4482248425483704","0","2399","0.4236033856868744","0","0.5000447034835815"
"dainty-eon-264","finished","-","murnanedaniel","","2023-05-07T12:27:45.000Z","1604","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.5","1","0","10","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.5","1","0","10","0.684616208076477","0.9517421722412108","299","","","","","","0.534640908241272","","","","","","10.296592712402344","0.6803579926490784","0.9526222348213196","0.4962606430053711","0.3494248390197754","0.07544851303100586","0.007348299492150545","0.8857881136950906","0.896551787853241","0.25505292415618896","0.5339528322219849","1.0196338891983032","","","0.485681027173996","0","2399","0.46699488162994385","0","0.4879350662231446"
"decent-bush-263","finished","-","murnanedaniel","","2023-05-07T12:27:44.000Z","1606","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.5","1","0","10","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.5","1","0","10","0.7563589811325073","0.854974091053009","299","","","","","","0.5022120475769043","","","","","","10.127016067504885","0.7401506304740906","0.8569141030311584","0.5068321228027344","0.3452916145324707","0.07592296600341797","0.007241964805871248","0.888156288156288","0.9423868060112","0.22428490221500397","0.5090323090553284","0.8990763425827026","","","0.39004403352737427","0","2399","0.4174610078334808","0","0.49879536032676697"
"morning-gorge-262","finished","-","murnanedaniel","","2023-05-07T12:27:28.000Z","1608","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.2","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.5","1","0","10","[1,2,2]","0.2","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.5","1","0","10","0.9450659155845642","0.6610286235809326","299","","","","","","0.21507075428962708","","","","","","10.4708251953125","0.9342879056930542","0.6618314981460571","0.4772348403930664","0.35723018646240234","0.07673454284667969","0.007210970390588045","0.90229044834308","0.8167006373405457","0.2764456868171692","0.21009889245033264","0.43476808071136475","","","0.2246691733598709","0","2399","0.20733536779880524","0","0.2597920596599579"
"lyric-blaze-256","finished","-","murnanedaniel","","2023-05-07T12:27:27.000Z","912","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","Influencer","4","","","1","4","30","10","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.3","1","0","10","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","","Influencer","4","","","1","","","4","30","10","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.3","1","0","10","0.9440548419952391","0.9520949125289916","299","","","","","","0.9933181405067444","","","","","","1.4299999475479126","0.8756776452064514","0.9347993731498718","0.08178234100341797","0.12011194229125977","0.03680276870727539","0.005530595779418945","0.5643564356435643","0.907216489315033","0.10222221910953522","0.837569534778595","1.43067467212677","","","0.593105137348175","0","2399","0.5780801177024841","0","0.33661115169525146"
"fine-wildflower-257","finished","-","murnanedaniel","","2023-05-07T12:27:27.000Z","891","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","","1","4","30","10","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.3","1","0","10","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","","1","","","4","30","10","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.3","1","0","10","0.8786327242851257","0.9579707980155944","299","","","","","","0.7404429316520691","","","","","","0.5600000023841858","0.7565459609031677","0.9624379277229308","0.08179283142089844","0.10470962524414062","0.03677225112915039","0.005439043045043945","0.391304347826087","0.7142857313156128","0.1785714328289032","0.7172856330871582","1.461992859840393","","","0.7447072267532349","0","2399","0.7310197353363037","0","0.3971260190010071"
"misty-energy-259","finished","-","murnanedaniel","","2023-05-07T12:27:27.000Z","876","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,5,5]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","","1","4","30","10","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.2","1","0","10","[1,5,5]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","","1","","","4","30","10","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.2","1","0","10","0.6820758581161499","0.9947000741958618","299","","","","","","1.5087242126464844","","","","","","0.17000000178813934","0.17032164335250854","0.995726466178894","0.07903671264648438","0.10409069061279295","0.036777496337890625","0.005440711975097656","0.2857142857142857","0.05050504952669144","0.8108108043670654","1.4053953886032104","2.269580364227295","","","0.8641849756240845","0","2399","0.8811003565788269","0","0.5304386615753174"
"blooming-plasma-260","finished","-","murnanedaniel","","2023-05-07T12:27:27.000Z","925","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","","1","4","30","10","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.2","1","0","10","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","","1","","","4","30","10","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.2","1","0","10","0.7955013513565063","0.9892138838768004","299","","","","","","0.5284278392791748","","","","","","3.650000095367432","0.7042794227600098","0.9889573454856871","0.08147239685058594","0.10347390174865724","0.03685712814331055","0.0059795379638671875","0.7363636363636363","0.8787878751754761","0.17293232679367063","0.516649603843689","1.006873607635498","","","0.4902240335941314","0","2399","0.5084950923919678","0","0.4592503607273102"
"confused-brook-255","finished","-","murnanedaniel","","2023-05-07T12:27:27.000Z","926","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,5,5]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","","1","4","30","10","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.5","1","0","10","[1,5,5]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","","1","","","4","30","10","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.5","1","0","10","0.94026917219162","0.9629859328269958","299","","","","","","1.280942678451538","","","","","","2.3299999237060547","0.9550533294677734","0.9724867343902588","0.08171987533569336","0.10465168952941896","0.03683614730834961","0.005475282669067383","0.7012578616352201","0.9693877696990968","0.012422360479831696","1.2352356910705566","2.414553165435791","","","1.1793174743652344","0","2399","1.090785264968872","0","0.525606632232666"
"royal-paper-258","finished","-","murnanedaniel","","2023-05-07T12:27:27.000Z","1635","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.2","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","Influencer","4","","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.4","1","0","10","[1,2,2]","0.2","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","","Influencer","4","","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.4","1","0","10","0.8762755393981934","0.7602806687355042","299","","","","","","0.23630355298519137","","","","","","10.556451797485352","0.8649992346763611","0.760461688041687","0.508148193359375","0.3761384487152099","0.07691240310668945","0.007130145560950041","0.9006550218340612","0.9229208827018738","0.1929515451192856","0.23879076540470123","0.44569534063339233","","","0.2069045603275299","0","2399","0.1943725943565369","0","0.2395419329404831"
"curious-wood-260","finished","-","murnanedaniel","","2023-05-07T12:27:27.000Z","1610","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,5,5]","0.2","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","Influencer","4","","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.4","1","0","10","[1,5,5]","0.2","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","","Influencer","4","","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.4","1","0","10","0.8522456884384155","0.8282220959663391","299","","","","","","0.3846985399723053","","","","","","1.3238866329193115","0.6544592976570129","0.9437713027000428","0.5100851058959961","0.3508903980255127","0.07436466217041016","0.007214784622192383","0.645021645021645","0.5061728358268738","0.18661971390247345","0.398214727640152","1.0022532939910889","","","0.6040385365486145","0","2399","0.5996401309967041","0","0.24815669655799863"
