"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation","aggregation","artifacts","backbone","batch_size","concat_output","data_split","dataset","detector_width","emb_dim","emb_hidden","emb_knn","factor","gpus","grav_weight","hard_cuts/pt","hparams/activation","hparams/artifacts","hparams/backbone","hparams/batch_size","hparams/data_split","hparams/dataset","hparams/detector_width","hparams/emb_dim","hparams/emb_hidden","hparams/factor","hparams/gpus","hparams/hard_cuts/pt","hparams/influencer_influencer_weight","hparams/influencer_margin","hparams/input_dir","hparams/knn","hparams/lr","hparams/margin","hparams/max_epochs","hparams/max_r","hparams/min_r","hparams/model","hparams/nb_layer","hparams/nb_transformer_layers","hparams/nhits","hparams/nodes","hparams/num_heads","hparams/num_layer","hparams/num_tracks","hparams/patience","hparams/points_per_batch","hparams/project","hparams/ptcut","hparams/radius","hparams/randomisation","hparams/regime","hparams/spatial_channels","hparams/track_dis_width","hparams/user_influencer_neg_ratio","hparams/user_influencer_weight","hparams/user_user_pos_ratio","hparams/user_user_weight","hparams/warmup","influencer_influencer_weight","influencer_margin","input_dir","knn","lr","margin","max_epochs","max_knn","max_r","min_r","model","nb_layer","nb_transformer_layers","nhits","nodes","norm_embedding","norm_hidden","num_heads","num_layer","num_tracks","patience","points_per_batch","project","ptcut","r_train","radius","randomisation","regime","self_loop","spatial_channels","steps","track_dis_width","user_influencer_neg_ratio","user_influencer_weight","user_user_pos_ratio","user_user_weight","warmup","cluster_eff","cluster_pur","epoch","grav_facts/fact_0","grav_facts/fact_1","grav_facts/fact_2","grav_facts/fact_3","grav_facts/fact_4","influencer_influencer_loss","nbhood_sizes/nb_size_0","nbhood_sizes/nb_size_1","nbhood_sizes/nb_size_2","nbhood_sizes/nb_size_3","nbhood_sizes/nb_size_4","represent_dup","represent_eff","represent_pur","stats/training_max_memory","stats/training_time","stats/validation_max_memory","stats/validation_time","tracking_dup","tracking_eff","tracking_fake_rate","train_influencer_influencer_loss","train_loss","train_loss_epoch","train_loss_step","train_user_influencer_loss","train_user_user_loss","trainer/global_step","user_influencer_loss","user_user_loss","val_loss.min"
"firm-deluge-387","crashed","-","murnanedaniel","","2023-05-07T13:10:07.000Z","3512","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","256","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","256","0.8","1","[1,null]","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.25","1","0","10","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.25","1","0","10","","","","","","","","","","","","","","","","","","0.6485457420349121","0.18920469284057617","","","","","","","1.5323352813720703","","","0.0323396697640419","","13099","","",""
"silver-water-386","crashed","-","murnanedaniel","","2023-05-07T13:10:02.000Z","3515","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.5","1","0","10","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.5","1","0","10","","","171","","","","","","","","","","","","","","","0.5745205879211426","0.19285202026367188","","","","","","0.5175114274024963","1.5007829666137695","","","0.9832714796066284","","13699","","",""
"morning-violet-385","crashed","-","murnanedaniel","","2023-05-07T13:10:02.000Z","3512","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.1","1","0","10","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.1","1","0","10","0.5594813823699951","0.9109750390052797","","","","","","","1.0636543035507202","","","","","","","","","","","0.04542207717895508","0.008027967065572739","","","","","","","","","","","0.31933555006980896","",""
"ruby-galaxy-384","crashed","-","murnanedaniel","","2023-05-07T13:10:01.000Z","3538","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","2","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.1","1","0","10","2","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.1","1","0","10","","","174","","","","","","","","","","","","","","","0.6086387634277344","0.1939713954925537","","","","","","0.31172841787338257","0.5789396166801453","","","0.2672111988067627","","13949","","",""
"proud-microwave-383","crashed","-","murnanedaniel","","2023-05-07T13:10:01.000Z","3536","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","256","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","256","0.8","1","[1,null]","2","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.1","1","0","10","2","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.1","1","0","10","0.584494948387146","0.8543708920478821","","","","","","","0.305658757686615","","","","","","0.004986284766346216","0.003605066565796733","1","","","0.0770018920302391","0.008648321032524109","","","","","","","","","","","0.26078322529792786","",""
"apricot-sunset-378","crashed","-","murnanedaniel","","2023-05-07T13:10:00.000Z","3540","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","256","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","256","0.8","1","[1,null]","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.25","1","0","10","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.25","1","0","10","","","168","","","","","","","","","","","","","","","0.7059712409973145","0.1934359073638916","","","","","","0.2851545512676239","0.5834248065948486","","","0.29827022552490234","","13449","","",""
"sleek-mountain-377","crashed","-","murnanedaniel","","2023-05-07T13:10:00.000Z","3538","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.1","1","0","10","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.1","1","0","10","0.5936818718910217","0.922730267047882","","","","","","","0.3366367518901825","","","","","","0.19411268830299375","0.2200988084077835","0.9977207779884338","","","0.045444194227457047","0.008190677501261234","0.622302138878642","0.09774821251630784","0.17255745828151703","","","","","","","13839","0.2599598467350006","",""
"rare-flower-379","crashed","-","murnanedaniel","","2023-05-07T13:10:00.000Z","3514","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.1","1","0","10","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.1","1","0","10","0.6140416264533997","0.9162644147872924","","","","","","","0.304625540971756","","","","","","","","","","","0.04518336430191994","0.008202827535569668","","","","","","","","","","","0.2708478271961212","",""
"wise-surf-382","crashed","-","murnanedaniel","","2023-05-07T13:10:00.000Z","3540","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","256","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","256","0.8","1","[1,null]","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.1","1","0","10","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.1","1","0","10","","","","","","","","","","","","","","","","","","0.6481781005859375","0.19123196601867676","","","","","","0.2825309932231903","0.5419119000434875","","","0.25938090682029724","","13599","","",""
"honest-moon-381","crashed","-","murnanedaniel","","2023-05-07T13:10:00.000Z","3541","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","256","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","256","0.8","1","[1,null]","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.25","1","0","10","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.25","1","0","10","0.8923283219337463","0.9253506660461426","169","","","","","","0.2555629312992096","","","","","","2.9541280269622803","0.9188374280929564","0.943005383014679","0.6633338928222656","0.1922924518585205","0.07713364064693451","0.009530719369649889","0.7461911674137767","0.956770956516266","0.05190400406718254","0.22499912977218628","0.5886079668998718","","","0.36360883712768555","0","13549","0.3796960711479187","0","0.2706407308578491"
"good-rain-380","crashed","-","murnanedaniel","","2023-05-07T13:10:00.000Z","3535","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.1","1","0","10","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.1","1","0","10","0.6353532075881958","0.82801353931427","","","","","","","0.2816714942455292","","","","","","0.08704490214586258","0.11946464329957962","0.9992757439613342","","","0.045264992862939835","0.008134067058563232","0.5665187841312224","0.051817636936903","0.16746515035629272","","","","","","","13919","0.264055460691452","",""
"wise-bird-376","crashed","-","murnanedaniel","","2023-05-07T13:09:59.000Z","3516","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","256","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","256","0.8","1","[1,null]","2","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.25","1","0","10","2","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.25","1","0","10","","","166","","","","","","","","","","","","","","","0.6917996406555176","0.1907200813293457","","","","","","0.2251710444688797","0.6229909062385559","","","0.3978198766708374","","13299","","",""
"morning-bee-375","crashed","-","murnanedaniel","","2023-05-07T13:09:59.000Z","3541","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","256","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","256","0.8","1","[1,null]","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.1","1","0","10","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.1","1","0","10","0.42422398924827576","0.010162897408008575","","","","","","","1.4999932050704956","","","","","","4.045956134796143","0.9558109641075134","0.010162897408008575","","","0.11777351051568984","0.009038968943059444","","","","","","","","","","12959","0.021945908665657043","",""
"graceful-durian-374","crashed","-","murnanedaniel","","2023-05-07T13:09:59.000Z","3536","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","256","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","256","0.8","1","[1,null]","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.1","1","0","10","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.1","1","0","10","","","170","","","","","","","","","","","","","","","0.6791000366210938","0.19763588905334473","","","","","","0.25955507159233093","0.5256563425064087","","","0.26610130071640015","","13649","","",""
"honest-moon-373","crashed","-","murnanedaniel","","2023-05-07T13:09:59.000Z","3540","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","256","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","256","0.8","1","[1,null]","2","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.5","1","0","10","2","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.5","1","0","10","0.8295592665672302","0.8091849684715271","","","","","","","0.3011694848537445","","","","","","10.296324729919434","0.8263596892356873","0.8121627569198608","","","0.07778989523649216","0.008695677854120731","0.8984995901357308","0.9346615672111512","0.17983826994895935","","","","","","","","0.3109254539012909","",""
"trim-water-372","crashed","-","murnanedaniel","","2023-05-07T13:09:58.000Z","3539","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.5","1","0","10","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.5","1","0","10","","","171","","","","","","","","","","","","","","","0.5949006080627441","0.20047855377197263","","","","","","0.26613470911979675","0.6151105165481567","","","0.3489758372306824","","13699","","",""
"genial-sea-369","crashed","-","murnanedaniel","","2023-05-07T13:09:58.000Z","3541","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.25","1","0","10","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.25","1","0","10","0.5998989939689636","0.9101491570472716","","","","","","","0.708911657333374","","","","","","","","","","","0.04559313505887985","0.008081854321062565","","","","","","","","","","13759","0.6763078570365906","",""
"treasured-field-368","crashed","-","murnanedaniel","","2023-05-07T13:09:58.000Z","3537","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","256","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","256","0.8","1","[1,null]","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.1","1","0","10","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.1","1","0","10","0.6339817643165588","0.9340041279792786","","","","","","","0.30401158332824707","","","","","","","","","","","0.07687493413686752","0.008259912021458149","","","","","","","","","","13679","0.26153746247291565","",""
"bright-gorge-367","crashed","-","murnanedaniel","","2023-05-07T13:09:58.000Z","3540","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","256","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","256","0.8","1","[1,null]","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.25","1","0","10","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.25","1","0","10","","","169","","","","","","","","","","","","","","","0.6951408386230469","0.2083134651184082","","","","","","0.6569693088531494","1.3126106262207031","","","0.6556412577629089","","13549","","",""
"spring-silence-370","crashed","-","murnanedaniel","","2023-05-07T13:09:58.000Z","3571","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.25","1","0","10","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.25","1","0","10","","","174","","","","","","","","","","","","","","","0.5802311897277832","0.1907362937927246","","","","","","0.2213965505361557","0.6389502286911011","","","0.41755369305610657","","13949","","",""
