"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation","aggregation","artifacts","backbone","batch_size","concat_output","data_split","dataset","detector_width","emb_dim","emb_hidden","emb_knn","factor","gpus","grav_weight","hard_cuts/pt","hparams/activation","hparams/artifacts","hparams/backbone","hparams/batch_size","hparams/data_split","hparams/dataset","hparams/detector_width","hparams/emb_dim","hparams/emb_hidden","hparams/factor","hparams/gpus","hparams/hard_cuts/pt","hparams/influencer_influencer_weight","hparams/influencer_margin","hparams/input_dir","hparams/knn","hparams/lr","hparams/margin","hparams/max_epochs","hparams/max_r","hparams/min_r","hparams/model","hparams/nb_layer","hparams/nhits","hparams/nodes","hparams/num_heads","hparams/num_layer","hparams/num_tracks","hparams/patience","hparams/points_per_batch","hparams/project","hparams/ptcut","hparams/radius","hparams/randomisation","hparams/regime","hparams/spatial_channels","hparams/track_dis_width","hparams/user_influencer_neg_ratio","hparams/user_influencer_weight","hparams/user_user_pos_ratio","hparams/user_user_weight","hparams/warmup","influencer_influencer_weight","influencer_margin","input_dir","knn","lr","margin","max_epochs","max_knn","max_r","min_r","model","nb_layer","nhits","nodes","norm_embedding","norm_hidden","num_heads","num_layer","num_tracks","patience","points_per_batch","project","ptcut","r_train","radius","randomisation","regime","self_loop","spatial_channels","steps","track_dis_width","user_influencer_neg_ratio","user_influencer_weight","user_user_pos_ratio","user_user_weight","warmup","cluster_eff","cluster_pur","epoch","grav_facts/fact_0","grav_facts/fact_1","grav_facts/fact_2","grav_facts/fact_3","grav_facts/fact_4","influencer_influencer_loss","nbhood_sizes/nb_size_0","nbhood_sizes/nb_size_1","nbhood_sizes/nb_size_2","nbhood_sizes/nb_size_3","nbhood_sizes/nb_size_4","represent_dup","represent_eff","represent_pur","stats/training_max_memory","stats/training_time","stats/validation_max_memory","stats/validation_time","tracking_dup","tracking_eff","tracking_fake_rate","train_influencer_influencer_loss","train_loss","train_loss_epoch","train_loss_step","train_user_influencer_loss","train_user_user_loss","trainer/global_step","user_influencer_loss","user_user_loss","val_loss.min"
"eternal-durian-299","finished","-","murnanedaniel","","2023-05-07T12:28:29.000Z","1584","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.2","1","0","10","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.2","1","0","10","0.6565468311309814","0.9290705919265748","299","","","","","","0.45835351943969727","","","","","","5.456740379333496","0.5817732214927673","0.938584327697754","0.4962091445922851","0.34589147567749023","0.07481002807617188","0.007133245468139648","0.7863046044864228","0.7418032884597778","0.35687166452407837","0.46957677602767944","0.8861981630325317","","","0.4166214168071747","0","2399","0.4122280180454254","0","0.4347139000892639"
"young-shape-359","running","-","murnanedaniel","","2023-05-07T13:09:56.000Z","2337","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","256","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","256","0.8","1","[1,null]","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.5","1","0","10","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.5","1","0","10","0.8609403967857361","0.9080017805099488","","","","","","","0.4546399116516114","","","","","","3.9949333667755127","0.8494703769683838","0.9114866256713868","","","0.07710705697536469","0.00861884281039238","0.7865354170245609","0.9433303475379944","0.10619112849235536","","","","","","","","0.7612305283546448","",""
"blooming-field-153","finished","-","murnanedaniel","","2023-05-07T11:39:09.000Z","902","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","2","3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","1","300","","","Influencer","4","","1","4","30","10","30","100000","GeometricTracking_CHEP","","1","1","[""rp"",""hnm"",""norm"",""radius""]","3","","1","0.2","1","0","10","2","3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","1","300","","","","Influencer","4","","1","","","4","30","10","30","100000","GeometricTracking_CHEP","","","1","1","[""rp"",""hnm"",""norm"",""radius""]","","3","","","1","0.2","1","0","10","0.8234421610832214","0.9472606778144836","299","","","","","","0.9973474740982056","","","","","","3.9200000762939458","0.7048593163490295","0.9835832118988036","0.0917658805847168","0.10417509078979492","0.036835670471191406","0.005500316619873047","0.7877094972067039","0.7835051417350769","0.20444443821907043","1.0411688089370728","1.3282333612442017","","","0.2870645821094513","0","2399","0.31771284341812134","0","1.2384999990463257"
"warm-oath-66","finished","-","murnanedaniel","","2023-05-06T11:51:16.000Z","1116","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","2","3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","1","100","","","Influencer","4","","1","2","30","10","20","100000","GeometricTracking_CHEP","","1","1","[""rp"",""hnm"",""norm"",""radius""]","3","","1","[0.3,0.1,0.1]","1","0","10","2","3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","1","100","","","","Influencer","4","","1","","","2","30","10","20","100000","GeometricTracking_CHEP","","","1","1","[""rp"",""hnm"",""norm"",""radius""]","","3","","","1","[0.3,0.1,0.1]","1","0","10","0.9768155813217164","0.5135200619697571","99","","","","","","2.530362844467163","","","","","","3.299999952316284","0.58855801820755","0.898594081401825","0.08691596984863281","0.08429956436157227","0.03671836853027344","0.004622220993041992","0.7886178861788617","0.5252525210380554","0.3011363744735718","1.6416566371917725","1.772456407546997","","","0.1307997852563858","0","799","0.1326703280210495","0","2.5365610122680664"
"graceful-durian-179","finished","-","murnanedaniel","","2023-05-07T12:26:50.000Z","858","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","Influencer","4","","1","4","30","10","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.3","1","0","10","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","","Influencer","4","","1","","","4","30","10","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.3","1","0","10","0.921825110912323","0.9516951441764832","299","","","","","","0.26139581203460693","","","","","","4.150000095367432","0.8906762599945068","0.9525983333587646","0.07997941970825195","0.10400390625","0.03692197799682617","0.005412101745605469","0.7886710239651417","0.9897959232330322","0.06707317382097244","0.2527337968349457","0.6565309762954712","","","0.4037971496582031","0","2399","0.37660470604896545","0","0.2947235107421875"
"stilted-cherry-329","running","-","murnanedaniel","","2023-05-07T13:05:39.000Z","2576","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","","[80,10,10]","trackml","","12","64","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","1","[80,10,10]","trackml","","12","64","0.8","1","[1,null]","2","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","Influencer","4","","1","4","30","200","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.25","1","0","10","2","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","","Influencer","4","","1","","","4","30","200","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.25","1","0","10","0.704987645149231","0.7286094427108765","","","","","","","0.2128162980079651","","","","","","4.207444667816162","0.7730151414871216","0.7754783034324646","","","0.03817026689648628","0.008780156262218952","0.79057776956692","0.8063625693321228","0.2606639862060547","","","","","","","9759","0.3957841992378235","",""
"northern-pond-139","finished","-","murnanedaniel","","2023-05-07T11:38:53.000Z","859","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","2","3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","1","300","","","Influencer","4","","1","4","30","10","30","100000","GeometricTracking_CHEP","","1","1","[""rp"",""hnm"",""norm"",""radius""]","3","","1","[0.3,0.1,0.1]","1","0","10","2","3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","1","300","","","","Influencer","4","","1","","","4","30","10","30","100000","GeometricTracking_CHEP","","","1","1","[""rp"",""hnm"",""norm"",""radius""]","","3","","","1","[0.3,0.1,0.1]","1","0","10","0.971275269985199","0.4995875656604767","299","","","","","","2.483527898788452","","","","","","3.990000009536743","0.6198869347572327","0.9573702216148376","0.09175825119018556","0.10520696640014648","0.03687429428100586","0.0055081844329833984","0.7967741935483871","0.6299999952316284","0.24939465522766113","1.5631505250930786","1.6957367658615112","","","0.13258621096611023","0","2399","0.12454169243574142","0","2.569894790649414"
"chocolate-silence-213","finished","-","murnanedaniel","","2023-05-07T12:27:18.000Z","898","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","1","4","30","10","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.3","1","0","10","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","1","","","4","30","10","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.3","1","0","10","0.889761209487915","0.99673593044281","299","","","","","","0.3192414939403534","","","","","","4.170000076293945","0.8773780465126038","0.9962686896324158","0.08019733428955078","0.10651254653930664","0.03545379638671875","0.005487918853759766","0.796976241900648","0.9894737005233764","0.06085192784667015","0.29430463910102844","0.6304354071617126","","","0.3361307680606842","0","2399","0.3130171298980713","0","0.26917651295661926"
"proud-fog-123","finished","-","murnanedaniel","","2023-05-07T11:38:37.000Z","893","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","2","3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","1","300","","","Influencer","4","","1","2","30","10","30","100000","GeometricTracking_CHEP","","1","1","[""rp"",""hnm"",""norm"",""radius""]","3","","1","0.2","1","0","10","2","3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","1","300","","","","Influencer","4","","1","","","2","30","10","30","100000","GeometricTracking_CHEP","","","1","1","[""rp"",""hnm"",""norm"",""radius""]","","3","","","1","0.2","1","0","10","0.9807443022727966","0.6437779068946838","299","","","","","","2.4340384006500244","","","","","","3.819999694824219","0.6531079411506653","0.9935708045959472","0.0848546028137207","0.10670661926269533","0.0364837646484375","0.0053598880767822266","0.8032258064516129","0.6421052813529968","0.23456791043281555","1.6032609939575195","1.8568761348724363","","","0.2536151111125946","0","2399","0.25754064321517944","0","2.6361823081970215"
"azure-feather-185","finished","-","murnanedaniel","","2023-05-07T12:26:55.000Z","868","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.2","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","1","4","30","10","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.3","1","0","10","[1,2,2]","0.2","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","1","","","4","30","10","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.3","1","0","10","0.9770098328590392","0.9409552812576294","299","","","","","","0.2200918048620224","","","","","","4.2626261711120605","0.9500640034675598","0.9509772658348083","0.08614492416381836","0.10397458076477052","0.03692960739135742","0.005466938018798828","0.8036437246963563","0.9797979593276978","0.038910504430532455","0.20792394876480105","0.43456196784973145","","","0.2266380339860916","0","2399","0.22698944807052612","0","0.21983838081359863"
"misunderstood-shape-282","finished","-","murnanedaniel","","2023-05-07T12:28:14.000Z","1576","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.5","1","0","10","[1,5,5]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.5","1","0","10","0.7517600059509277","0.8903098106384277","299","","","","","","0.7237356305122375","","","","","","6.0280561447143555","0.6620005369186401","0.905419111251831","0.525482177734375","0.3535640239715576","0.07493019104003906","0.007302761077880859","0.8046737213403881","0.9004064798355103","0.2676784098148346","0.6997497081756592","1.4604198932647705","","","0.7606702446937561","0","2399","0.7181475162506104","0","0.4177294671535492"
"lunar-morning-177","finished","-","murnanedaniel","","2023-05-07T12:26:49.000Z","1613","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.2","1","0","10","[1,2,2]","0.3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.2","1","0","10","0.7491751909255981","0.8908979296684265","299","","","","","","0.28948864340782166","","","","","","6.118951797485352","0.6661040782928467","0.917314112186432","0.49199438095092773","0.35103511810302734","0.07533740997314453","0.007504462730139494","0.80479302832244","0.9180327653884888","0.26276904344558716","0.290554016828537","0.5804148316383362","","","0.2898608148097992","0","2399","0.29812175035476685","0","0.2792147994041443"
"stellar-brook-168","finished","-","murnanedaniel","","2023-05-07T12:19:58.000Z","857","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.2","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","1","4","30","10","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.2","1","0","10","[1,2,2]","0.2","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","1","","","4","30","10","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.2","1","0","10","0.9190357327461244","0.8310824632644653","299","","","","","","0.21093279123306272","","","","","","5.139999866485596","0.868740439414978","0.8473469614982605","0.08055830001831055","0.10425448417663574","0.03694438934326172","0.005419015884399414","0.8055555555555556","0.989898920059204","0.14431239664554596","0.2195759117603302","0.42071402072906494","","","0.2011381238698959","0","2399","0.20728051662445068","0","0.2120088636875153"
"lemon-pine-302","finished","-","murnanedaniel","","2023-05-07T12:28:29.000Z","1607","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","Influencer","4","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.3","1","0","10","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","0.1","300","","","","Influencer","4","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.3","1","0","10","0.690537691116333","0.9726253151893616","299","","","","","","0.4467654228210449","","","","","","5.420202255249023","0.6623380184173584","0.9736223220825196","0.5058250427246094","0.3458566665649414","0.07491159439086914","0.007208824157714844","0.8065825067628494","0.8827160596847534","0.18991965055465695","0.43646106123924255","1.0352835655212402","","","0.5988224744796753","0","2399","0.6027109026908875","0","0.4500043392181397"
"sleek-frost-136","finished","-","murnanedaniel","","2023-05-07T11:38:53.000Z","846","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","2","3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","1","300","","","Influencer","4","","1","2","30","10","30","100000","GeometricTracking_CHEP","","1","1","[""rp"",""hnm"",""norm"",""radius""]","3","","1","[0.1,0.3]","1","0","10","2","3","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.001","1","300","","","","Influencer","4","","1","","","2","30","10","30","100000","GeometricTracking_CHEP","","","1","1","[""rp"",""hnm"",""norm"",""radius""]","","3","","","1","[0.1,0.3]","1","0","10","0.8680379986763","0.9565150141716005","299","","","","","","0.9991518259048462","","","","","","4.71999979019165","0.7378876805305481","0.990788757801056","0.0844273567199707","0.1040170192718506","0.0375981330871582","0.005454540252685547","0.8071748878923767","0.8865979313850403","0.15047618746757507","1.0241377353668213","1.444812893867493","","","0.4206751585006714","0","2399","0.417134553194046","0","1.3563083410263062"
"prime-sound-239","finished","-","murnanedaniel","","2023-05-07T12:27:24.000Z","1588","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.2","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.2","1","0","10","[1,2,2]","0.2","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.2","1","0","10","0.8452869057655334","0.7912455201148987","299","","","","","","0.17946700751781464","","","","","","6.068965435028076","0.7168824672698975","0.8260141015052795","0.5220136642456055","0.3526158332824707","0.0753788948059082","0.0065555572509765625","0.8112180828798661","0.9279835224151612","0.2466099113225937","0.1849336326122284","0.41512104868888855","","","0.23018741607666016","0","2399","0.23654694855213165","0","0.1971934735774994"
"restful-grass-254","finished","-","murnanedaniel","","2023-05-07T12:27:26.000Z","860","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","Influencer","4","","1","4","30","10","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.3","1","0","10","[1,2,2]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0005","0.1","300","","","","Influencer","4","","1","","","4","30","10","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.3","1","0","10","0.8413980603218079","0.984728753566742","299","","","","","","0.4957013428211212","","","","","","4.920000076293945","0.8141971826553345","0.9887096881866456","0.08345603942871094","0.11472606658935548","0.035814762115478516","0.005448341369628906","0.8118609406952966","0.9387755393981934","0.10275229066610336","0.5094962120056152","0.9636757373809814","","","0.4541795551776886","0","2399","0.4472744166851044","0","0.42495816946029663"
"fresh-wave-294","finished","-","murnanedaniel","","2023-05-07T12:28:27.000Z","1577","","ReLU","","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","","[80,10,10]","trackml","","12","128","","0.8","1","","[1,null]","ReLU","/global/cfs/cdirs/m3443/data/lightning_models/lightning_checkpoints","Transformer","10","[80,10,10]","trackml","","12","128","0.8","1","[1,null]","[1,5,5]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","Influencer","4","","1","4","30","50","50","100000","GeometricTracking_CHEP","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","6","","1","0.5","1","0","10","[1,5,5]","0.5","/global/cfs/cdirs/m3443/data/GNN4ITK/CommonFrameworkExamples/Example_3_Dev_B/feature_store","50","0.0001","0.1","300","","","","Influencer","4","","1","","","4","30","50","50","100000","GeometricTracking_CHEP","","","0.1","1","[""rp"",""hnm"",""norm"",""radius""]","","6","","","1","0.5","1","0","10","0.6888758540153503","0.9347458481788636","299","","","","","","1.1863057613372805","","","","","","6.148594856262207","0.6200281381607056","0.9511919021606444","0.5098657608032227","0.35294604301452637","0.0732579231262207","0.007232427597045898","0.8131974769529355","0.7921810746192932","0.3034808933734894","1.180767297744751","2.186919689178467","","","1.0061525106430054","0","2399","0.9097409248352052","0","0.6203956604003906"
